hotel_names,location,price,score_hotels,number_rating,star_number,received_time,giveback_time,description,hotel_link,id
Charmpearl Hotel & Suites,"Trong khu vực
Xem bản đồ
25 Ngõ 36 Giảng Võ, Phường Kim Mã, Kim Mã, Quận Ba Đình, Hà Nội, Việt Nam
Phố Đường Tàu Hà Nội
1.50 km
Nhà thờ Lớn Hà Nội
2.02 km
Hồ Hoàn Kiếm
2.35 km
Bảo tàng Hồ Chí Minh
337 m
Chùa Một Cột
455 m
Bảo tàng Chiến thắng B-52
480 m
Khách sạn Hùng Vương
491 m
Lăng Chủ tịch Hồ Chí Minh
614 m",912121,"9,7",6,4,No value,No value,"Charmpearl Hotel & Suites tọa lạc ngay trung tâm Hà Nội, cung cấp không gian nghỉ dưỡng sang trọng với thiết kế hiện đại và tiện nghi tối ưu. Đội ngũ nhân viên chuyên nghiệp và tận tâm của chúng tôi cam kết mang lại trải nghiệm hoàn hảo, giúp du khách thư giãn, tận hưởng kỳ nghỉ đáng nhớ giữa lòng thủ đô.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000005573232.Charmpearl%20Hotel%20%26%20Suites.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=92e6b5ff-3538-4ff9-ad77-9a89f71ba77b,108
Khách sạn Giao Thong,"Trong khu vực
Xem bản đồ
152 Le Duan, Nguyễn Du, Quận Hai Bà Trưng, Hà Nội, Việt Nam
Xung quanh trung tâm giải trí
Phố Đường Tàu Hà Nội
1.36 km
Nhà thờ Lớn Hà Nội
1.42 km
Hồ Hoàn Kiếm
1.63 km
Công viên Thống Nhất
335 m
Trung tâm Hội chợ Triển lãm quốc tế I.C.E Hà Nội
487 m
Cung Văn hóa Lao động Hữu nghị Việt - Xô
585 m
Tượng đài Công an Nhân dân vì dân phục vụ
597 m",529485,"7,5",9,2,No value,No value,"Giao Thong Hotel là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Nguyễn Du. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000642868.Kh%C3%A1ch%20s%E1%BA%A1n%20Giao%20Thong.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=f44684bf-bfb6-4dac-a632-5fc70397fc1f,109
Soc Son U Lesa Retreat with Pool Access,"Trong khu vực
Xem bản đồ
Thôn Lâm Trường, Minh Phú, Sóc Sơn, xã Minh Phú, Sóc Sơn, Hà Nội, Việt Nam, 100000
Gần khu vui chơi giải trí
Hồ Hàm Lợn
1.90 km
Hanoi Golf Club
2.20 km
Việt Phủ Thành Chương
2.68 km
Khu Sinh Thái Thiên Phú Lâm
633 m
Hồ Hàm Lợn
1.90 km
Hanoi Golf Club
2.20 km
Việt Phủ Thành Chương
2.68 km",753058,"9,3",21,3,No value,No value,"Soc Son U Lesa Retreat with Pool Access toạ lạc tại khu vực / thành phố xã Minh Phú. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000718479.Soc%20Son%20U%20Lesa%20Retreat%20with%20Pool%20Access.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=4b8e03ee-7056-4c0e-9a55-00e0ab1c8fcd,110
Blue Hanoi Inn City Hotel,"Trong khu vực
Xem bản đồ
7A Tu Mo, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Big C Thăng Long
324 m
Chùa Láng
1.72 km
Bến Xe Mỹ Đình
2.92 km
Vimeco CT4 Tower
247 m
Big C Thăng Long
324 m
Sân Bóng Ngọc Bảo
448 m
Sân Bóng Thành Phát
608 m",535173,"8,2",116,3,No value,No value,"Blue Hanoi Inn City Hotel là một khách sạn trong khu vực tốt, tọa lạc tại phường Trung Hòa. Quầy lễ tân 24 giờ luôn sẵn sàng phục vụ quý khách, từ thủ tục nhận phòng đến trả phòng hoặc bất kỳ sự hỗ trợ nào bạn cần. Nếu bạn muốn thêm, đừng ngần ngại hỏi quầy lễ tân, chúng tôi luôn sẵn sàng phục vụ bạn. Wi-Fi có sẵn trong các khu vực công cộng của khách sạn để giúp bạn giữ liên lạc với gia đình và bạn bè.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000020000239.Blue%20Hanoi%20Inn%20City%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=38ff8b14-f272-4f4f-81a0-79389646d8c4,111
Ohana House,"Trong khu vực
Xem bản đồ
153 Trieu Viet Vuong, Bùi Thị Xuân, Quận Hai Bà Trưng, Hà Nội, Việt Nam, 100000
Xung quanh trung tâm giải trí
Nhà thờ Lớn Hà Nội
1.70 km
Hồ Hoàn Kiếm
1.70 km
Phố Đường Tàu Hà Nội
1.96 km
CGV Vincom Center Bà Triệu
281 m
Đường Bà Triệu Hà Nội
463 m
Indochine
476 m
Tượng đài Công an Nhân dân vì dân phục vụ
537 m",472241,"7,1",107,3,No value,No value,"Lưu ý: khách sạn trước đây mang tên Ohana Hotel Ohana House là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Bùi Thị Xuân. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000371737.Ohana%20House.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=83c31b7c-9b6d-4e23-aafe-c44547e41774,112
Ha Thanh Stay,"Trong khu vực
Xem bản đồ
33 P. Trích Sài, Thuỵ Khuê, Tây Hồ, Hà Nội, Vietnam, Thụy Khuê, Tây Hồ, Hà Nội, Việt Nam, 100000
Lăng Chủ tịch Hồ Chí Minh
2.18 km
Nhà ga Cát Linh
2.23 km
Chùa Láng
2.68 km
Bệnh Viện Đa Khoa Quốc Tế Thu Cúc
126 m
Nhà Hàng Xóm Vắng 3 - Hạ Long
532 m
Cung thể thao Quần Ngựa
570 m
Bệnh viện Quân Y 354
677 m
Pizza 4P's Phan Kế Bính
1.28 km",452338,"8,7",11,3,No value,No value,"Lưu ý: khách sạn trước đây mang tên Hà Thành Stay Ha Thanh Stay là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Thụy Khuê. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000005501458.Ha%20Thanh%20Stay.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=9094edaa-4ec9-4ad7-9365-6b89d91e1ee3,113
Fortuna Hotel Hanoi,"Trong khu vực
Xem bản đồ
6B Lang Ha, Thành Công, Quận Ba Đình, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Chùa Láng
1.63 km
Lăng Chủ tịch Hồ Chí Minh
2.43 km
Phố Đường Tàu Hà Nội
2.86 km
Trung tâm Chiếu phim Quốc gia
566 m
Khách sạn Lake Side Hotel
687 m
Đường La Thành
775 m
Ga Thái Hà
776 m",1886629,"7,6",602,4,No value,No value,"Lưu ý: khách sạn trước đây mang tên Fortuna Hanoi Hotel Lưu trú tại Fortuna Hotel Hanoi là một lựa chọn đúng đắn khi quý khách đến thăm Thành Công. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.2000000079779.Fortuna%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=e00b6232-a9e1-4cf3-87a3-f4b1fde0dc9f,114
Moon Hotel Do Quang,"Trong khu vực
Xem bản đồ
9, ngách 1 Ngõ 26, P.hường Đỗ Quang, Trung Hoà, Cầu Giấy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, Việt Nam, 123321
Big C Thăng Long
943 m
Chùa Láng
1.54 km
Ga Thái Hà
1.86 km
Sân Bóng Thành Phát
850 m
Chùa Cảm Ứng
904 m
Trill Rooftop Cafe
924 m
Vimeco CT4 Tower
931 m
Big C Thăng Long
943 m",446683,"9,4",13,2,No value,No value,"Moon Hotel Do Quang toạ lạc tại khu vực / thành phố Phường Trung Hòa. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000005466840.Moon%20Hotel%20Do%20Quang.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=0ca79c72-48e4-4d13-af6a-746f1b501069,115
Vy House Hanoi Hotel,"Trong khu vực
Xem bản đồ
09, Nha N7B, KDT Trung Hoa - Nhan Chinh, phường Nhân Chính, Thanh Xuân, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Big C Thăng Long
881 m
Chùa Láng
2.17 km
Ga Thái Hà
2.19 km
Sân Bóng Thành Phát
501 m
Trill Rooftop Cafe
527 m
Big C Thăng Long
881 m
Vimeco CT4 Tower
955 m",490893,"8,1",30,3,No value,No value,"Lưu ý: khách sạn trước đây mang tên Vy House Lưu trú tại Vy House Hanoi Hotel là một lựa chọn đúng đắn khi quý khách đến thăm phường Nhân Chính. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000020016035.Vy%20House%20Hanoi%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=6fefa74f-3309-4241-9875-773815ffcce1,116
ISTAY Hotel Apartment 6,"Trong khu vực
Xem bản đồ
3 Hẻm 148 Trần Duy Hưng, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội, Việt Nam, 550000
Gần khu vui chơi giải trí
Big C Thăng Long
584 m
Chùa Láng
1.66 km
Ga Thái Hà
2.22 km
Vimeco CT4 Tower
571 m
Sân Bóng Thành Phát
582 m
Big C Thăng Long
584 m
Sân Bóng Ngọc Bảo
722 m",418831,"8,4",214,2,No value,No value,"Lưu trú tại ISTAY Hotel Apartment 6 là một lựa chọn đúng đắn khi quý khách đến thăm Phường Trung Hòa. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của nơi nghỉ cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000020015447.ISTAY%20Hotel%20Apartment%206.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=9f33a3a9-6fb9-42f7-b6c5-e044a4cbe4a8,117
The Chi Boutique Hotel,"Trong khu vực
Xem bản đồ
13 Nha Chung Street, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Nhà thờ Lớn Hà Nội
133 m
Hồ Hoàn Kiếm
217 m
Phố Đường Tàu Hà Nội
653 m
Nhà thờ Hà Nội
105 m
Nhà thờ Lớn Hà Nội
133 m
Hồ Hoàn Kiếm
217 m
Bệnh viện Việt Đức
308 m",3262203,"8,9",263,4,No value,No value,"Lưu trú tại The Chi Boutique Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Phường Hàng Trống. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000010022654.The%20Chi%20Boutique%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=62e2f39d-8ffc-4dbb-bd7c-8ce7a6d214f9,118
Titanic 2 Hotel,"Trong khu vực
Xem bản đồ
Số 22, Ngõ 467 Phạm Văn Đồng, Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội , Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội, Việt Nam, 100000
Gần khu vui chơi giải trí
236 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm, Hà Nội, Vietnam
648 m
Trường Đại học Ngoại ngữ
2.09 km
Chùa Hà
2.93 km
236 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm, Hà Nội, Vietnam
648 m
Công viên Hòa Bình
652 m
Bệnh viện E
1.19 km
Công Ty Cổ Phần Thương Mại Gas Vương Gia
1.27 km",298543,"7,4",24,3,No value,No value,"Lưu trú tại Titanic 2 Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Cổ Nhuế 1. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000726845.Titanic%202%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=106af77f-b18d-4080-b333-33a717529413,119
One Hotel Hanoi,"Trong khu vực
Xem bản đồ
, Quận Cầu Giấy, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Bến Xe Mỹ Đình
1.53 km
Chùa Láng
1.60 km
Big C Thăng Long
2.69 km
Chùa Hà
548 m
National University
872 m
Đại học Quốc gia Hà Nội
1.03 km
Trường THCS Nghĩa Tân
1.14 km",409523,"8,5",76,3,No value,No value,"Lưu trú tại One Hotel Hanoi là một lựa chọn đúng đắn khi quý khách đến thăm Quận Cầu Giấy. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000571129.One%20Hotel%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=a8891f64-493c-406d-b4f1-ae862476e5b4,120
Au Viet Hotel,"Trong khu vực
Xem bản đồ
126 Nguyen Hoang, My Dinh 2, Nam Tu Liem, Mỹ Đình 2, Nam Từ Liêm, Hà Nội, Việt Nam
Xung quanh tiện ích công cộng
Bến Xe Mỹ Đình
511 m
Keangnam Landmark Tower 72
2.08 km
236 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm, Hà Nội, Vietnam
2.50 km
Bến Xe Mỹ Đình
511 m
Trường Đại học Thương mại
531 m
Ga Lê Đức Thọ
546 m
Bệnh Viện 19 - 8 Bộ Công An
649 m",758442,"8,4",116,3,No value,No value,"Lưu trú tại Au Viet Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Mỹ Đình 2. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000612388.Au%20Viet%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=e6405285-a3c9-4602-9c55-45c36537fc14,121
Crin House Tây Hồ,"Trong khu vực
Xem bản đồ
10, Ngõ 38/24/4, Xuân La, Xuân La, Tây Hồ, Hà Nội, Việt Nam
Gần khu vui chơi giải trí
Bệnh Viện Đa Khoa Quốc Tế Thu Cúc
2.61 km
236 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm, Hà Nội, Vietnam
2.87 km
Bệnh Viện Tim Hà Nội - Cơ Sở 2
420 m
Đường Lạc Long Quân Hà Nội
620 m
G2 Ciputra Hanoi Apartment
665 m
Westlake's Twin Dragons
876 m
Agribank Từ Liêm- PGD Xuân Đỉnh
1.01 km",305914,"8,9",33,0,No value,No value,"Crin House Tay Ho toạ lạc tại khu vực / thành phố Xuân La. Sóng WiFi phủ khắp các khu vực chung của nơi nghỉ cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000928911.Crin%20House%20T%C3%A2y%20H%E1%BB%93.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=e55e6c1f-bb9d-46f6-803d-9344c555002f,122
Fraser Residence Hanoi,"Trong khu vực
Xem bản đồ
C5 Đỗ Nhuận, Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội, Việt Nam, 100000
Gần khu vui chơi giải trí
236 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm, Hà Nội, Vietnam
1.61 km
Trường Đại học Ngoại ngữ
2.97 km
Công viên Hòa Bình
317 m
Agribank Từ Liêm- PGD Xuân Đỉnh
922 m
Trường Đại học Tài chính - Ngân hàng Hà Nội
1.11 km
Phuong Dong General Hospital
1.42 km
236 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm, Hà Nội, Vietnam
1.61 km",2464571,"9,5",148,5,No value,No value,"Fraser Residence Hanoi là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Xuân Đỉnh. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000000974347.Fraser%20Residence%20Hanoi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=c114419d-115f-441d-897d-7bf30d0908a7,123
Golden Silk Boutique Hotel,"Trong khu vực
Xem bản đồ
109-111 Hang Gai, Hàng Gai, Quận Hoàn Kiếm, Hà Nội, Việt Nam
Khu mua sắm
Nhà thờ Lớn Hà Nội
321 m
Hồ Hoàn Kiếm
414 m
Phố Đường Tàu Hà Nội
595 m
Phố Hàng Gai
56 m
Bệnh viện Việt Đức
276 m
Nhà hát Tuồng Việt Nam
299 m
Nhà thờ Hà Nội
304 m",1947993,"8,4",624,4,No value,No value,"Golden Silk Boutique Hotel toạ lạc tại khu vực / thành phố Hàng Gai. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.1000000404054.Golden%20Silk%20Boutique%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=71bde86f-e4b4-4ccf-96e0-b34397fc1b4b,124
Sun Street Hotel By Vega,"Trong khu vực
Xem bản đồ
Số 10, ngõ 230 Đường Võ Chí Công, Quận Tây Hồ, Xuân La, Tây Hồ, Hà Nội, Việt Nam, 11200
Gần khu vui chơi giải trí
Bệnh Viện Đa Khoa Quốc Tế Thu Cúc
2.09 km
236 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm, Hà Nội, Vietnam
2.73 km
Đường Lạc Long Quân Hà Nội
584 m
Bệnh Viện Tim Hà Nội - Cơ Sở 2
791 m
Westlake's Twin Dragons
1.08 km
G2 Ciputra Hanoi Apartment
1.11 km
Agribank Từ Liêm- PGD Xuân Đỉnh
1.41 km",372294,"8,0",13,2,No value,No value,"Lưu ý: khách sạn trước đây mang tên Pho Nang Hotel Sun Street Hotel By Vega là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Xuân La. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000003340795.Sun%20Street%20Hotel%20By%20Vega.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=11461c9a-03e5-4119-9c9f-ecc67d66f6d9,125
Victoria Hotel Ha Noi,"Trong khu vực
Xem bản đồ
12 Dai Lo Thang Long, Phường Mễ Trì, Nam Từ Liêm, Hà Nội, Việt Nam, 0964665123
Gần khu vui chơi giải trí
Big C Thăng Long
1.47 km
Keangnam Landmark Tower 72
1.70 km
Bến Xe Mỹ Đình
2.92 km
Nhà Hàng Hương Việt
651 m
JW Marriott Hotel Hanoi
735 m
iStay Hotel Apartment 5
779 m
Bảo tàng Hà Nội
996 m",325757,"6,8",12,3,No value,No value,"Lưu ý: khách sạn trước đây mang tên Victoria Hotel Me Tri Victoria Hotel Ha Noi là một khách sạn nằm trong khu vực an ninh, toạ lạc tại Phường Mễ Trì. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000001184698.Victoria%20Hotel%20Ha%20Noi.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=fbde6674-37b2-478f-bf7d-4911d6a5d3d8,126
Majestik Hotel,"Trong khu vực
Xem bản đồ
30 Ng. 89 Đ. Lê Đức Thọ, Mỹ Đình, Nam Từ Liêm, Mỹ Đình 2, Nam Từ Liêm, Hà Nội, Việt Nam, 100000
Bến Xe Mỹ Đình
622 m
Keangnam Landmark Tower 72
1.95 km
Bảo tàng Hà Nội
2.71 km
Bến Xe Mỹ Đình
622 m
Ga Lê Đức Thọ
1.10 km
Sân vận động Quốc gia Mỹ Đình
1.11 km
Trường Đại học Thương mại
1.12 km
Bệnh Viện 19 - 8 Bộ Công An
1.12 km",301558,"8,4",22,3,No value,No value,"Lưu trú tại Majestik Hotel là một lựa chọn đúng đắn khi quý khách đến thăm Mỹ Đình 2. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.9000005711636.Majestik%20Hotel.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=1ef37bcd-d3c0-4f1b-abfa-dbaae866a79f,127
Melia Bavi Mountain Retreat,"Trong khu vực
Xem bản đồ
Vườn Quốc Gia Ba Vì, Ba Vì, Huyện Ba Vì, Hà Nội, Việt Nam, 100000
Gần khu vui chơi giải trí
Vườn quốc gia Ba Vì
2.69 km
Vườn quốc gia Ba Vì
2.69 km
Khu di tích Đá Chông
3.06 km
Việt Cường Coffee & Tea
5.08 km
Nhà Hàng Lá Cọ
5.86 km
Nhà hàng Gà Đồi Ba Vì
6.41 km",2711501,"8,5",115,5,No value,No value,"Lưu ý: khách sạn trước đây mang tên Melia Ba Vi Mountain Retreat Melia Bavi Mountain Retreat toạ lạc tại khu vực / thành phố Ba Vì. Quầy tiếp tân 24 giờ luôn sẵn sàng phục vụ quý khách từ thủ tục nhận phòng đến trả phòng hay bất kỳ yêu cầu nào. Nếu cần giúp đỡ xin hãy liên hệ đội ngũ tiếp tân, chúng tôi luôn sẵn sàng hỗ trợ quý khách. Sóng WiFi phủ khắp các khu vực chung của khách sạn cho phép quý khách luôn kết nối với gia đình và bè bạn.
Xem thêm",https://www.traveloka.com/vi-vn/hotel/detail?spec=04-12-2025.05-12-2025.1.1.HOTEL.3000020006874.Melia%20Bavi%20Mountain%20Retreat.1&loginPromo=1&prevSearchId=1850567916533079521&iuid=6c9a4707-5afd-42b6-b25e-0e165c2f9843,128
